Timestamp,Symbol,Google Price,Yahoo Price,Delta,Accuracy %
2025-07-18 15:38:20,AAPL,211.04,211.01,0.0300,99.9858
2025-07-18 15:38:20,MSFT,509.80,509.80,0.0000,100.0000
2025-07-18 15:38:20,F,11.17,11.17,0.0000,100.0000
2025-07-18 15:38:37,AAPL,211.01,210.97,0.0400,99.9810
2025-07-18 15:38:37,GOOGL,184.74,184.74,0.0000,100.0000
2025-07-18 15:38:37,MSFT,509.81,509.79,0.0200,99.9961
2025-07-18 15:38:37,F,11.17,11.16,0.0100,99.9104
2025-07-18 15:38:48,AAPL,210.97,210.99,-0.0200,99.9905
2025-07-18 15:38:48,GOOGL,184.74,184.76,-0.0200,99.9892
2025-07-18 15:38:48,MSFT,509.81,509.84,-0.0300,99.9941
2025-07-18 15:38:48,F,11.17,11.16,0.0100,99.9104
2025-07-18 15:39:00,AAPL,210.97,211.03,-0.0600,99.9716
2025-07-18 15:39:00,GOOGL,184.74,184.73,0.0100,99.9946
2025-07-18 15:39:00,MSFT,509.84,509.86,-0.0200,99.9961
2025-07-18 15:39:00,F,11.17,11.16,0.0100,99.9104
2025-07-18 15:39:11,AAPL,211.02,211.02,0.0000,100.0000
2025-07-18 15:39:11,GOOGL,184.75,184.73,0.0200,99.9892
2025-07-18 15:39:11,MSFT,509.86,509.80,0.0600,99.9882
2025-07-18 15:39:11,F,11.17,11.16,0.0100,99.9104
2025-07-18 15:39:23,AAPL,211.02,210.97,0.0500,99.9763
2025-07-18 15:39:23,GOOGL,184.73,184.73,0.0000,100.0000
2025-07-18 15:39:23,MSFT,509.80,509.83,-0.0300,99.9941
2025-07-18 15:39:23,F,11.17,11.16,0.0100,99.9104
2025-07-18 15:39:36,AAPL,211.01,211.00,0.0100,99.9953
2025-07-18 15:39:36,GOOGL,184.73,184.71,0.0200,99.9892
2025-07-18 15:39:36,MSFT,509.80,509.80,0.0000,100.0000
2025-07-18 15:39:36,F,11.17,11.16,0.0100,99.9104
2025-07-18 15:39:47,AAPL,211.00,211.01,-0.0100,99.9953
2025-07-18 15:39:47,GOOGL,184.72,184.71,0.0100,99.9946
2025-07-18 15:39:47,MSFT,509.81,509.85,-0.0400,99.9922
2025-07-18 15:39:47,F,11.17,11.16,0.0100,99.9104
2025-07-18 15:39:59,GOOGL,184.72,184.70,0.0200,99.9892
2025-07-18 15:39:59,MSFT,509.82,509.80,0.0200,99.9961
2025-07-18 15:39:59,F,11.17,11.16,0.0100,99.9104
2025-07-18 15:40:11,AAPL,211.00,211.03,-0.0300,99.9858
2025-07-18 15:40:11,GOOGL,184.69,184.71,-0.0200,99.9892
2025-07-18 15:40:11,MSFT,509.85,509.79,0.0600,99.9882
2025-07-18 15:40:11,F,11.17,11.16,0.0100,99.9104
2025-07-18 15:40:22,AAPL,211.05,211.01,0.0400,99.9810
2025-07-18 15:40:22,GOOGL,184.70,184.71,-0.0100,99.9946
2025-07-18 15:40:22,MSFT,509.79,509.81,-0.0200,99.9961
2025-07-18 15:40:22,F,11.17,11.16,0.0100,99.9104
2025-07-18 15:40:35,AAPL,211.05,211.04,0.0100,99.9953
2025-07-18 15:40:35,GOOGL,184.70,184.70,0.0000,100.0000
2025-07-18 15:40:35,MSFT,509.79,509.82,-0.0300,99.9941
2025-07-18 15:40:35,F,11.17,11.16,0.0100,99.9104
2025-07-18 15:40:47,AAPL,211.01,211.00,0.0100,99.9953
2025-07-18 15:40:47,GOOGL,184.70,184.71,-0.0100,99.9946
2025-07-18 15:40:47,MSFT,509.81,509.82,-0.0100,99.9980
2025-07-18 15:40:47,F,11.17,11.16,0.0100,99.9104
2025-07-18 15:40:58,AAPL,210.99,211.02,-0.0300,99.9858
2025-07-18 15:40:58,GOOGL,184.69,184.71,-0.0200,99.9892
2025-07-18 15:40:58,MSFT,509.82,509.82,0.0000,100.0000
2025-07-18 15:40:58,F,11.17,11.16,0.0100,99.9104
2025-07-18 15:41:09,AAPL,210.99,211.00,-0.0100,99.9953
2025-07-18 15:41:09,GOOGL,184.71,184.71,0.0000,100.0000
2025-07-18 15:41:09,MSFT,509.81,509.82,-0.0100,99.9980
2025-07-18 15:41:09,F,11.17,11.16,0.0100,99.9104
2025-07-18 15:41:21,AAPL,210.99,211.04,-0.0500,99.9763
2025-07-18 15:41:21,GOOGL,184.71,184.75,-0.0400,99.9783
2025-07-18 15:41:21,MSFT,509.82,509.80,0.0200,99.9961
2025-07-18 15:41:21,F,11.17,11.16,0.0100,99.9104
2025-07-18 15:41:33,AAPL,210.99,211.03,-0.0400,99.9810
2025-07-18 15:41:33,GOOGL,184.75,184.74,0.0100,99.9946
2025-07-18 15:41:33,MSFT,509.81,509.81,0.0000,100.0000
2025-07-18 15:41:33,F,11.17,11.16,0.0100,99.9104
2025-07-18 15:41:44,AAPL,211.00,211.01,-0.0100,99.9953
2025-07-18 15:41:44,GOOGL,184.71,184.75,-0.0400,99.9783
2025-07-18 15:41:44,MSFT,509.82,509.79,0.0300,99.9941
2025-07-18 15:41:44,F,11.17,11.16,0.0100,99.9104
2025-07-18 15:41:56,AAPL,211.05,211.00,0.0500,99.9763
2025-07-18 15:41:56,GOOGL,184.75,184.74,0.0100,99.9946
2025-07-18 15:41:56,MSFT,509.79,509.79,0.0000,100.0000
2025-07-18 15:41:56,F,11.17,11.16,0.0100,99.9104
2025-07-18 15:42:08,AAPL,211.04,211.03,0.0100,99.9953
2025-07-18 15:42:08,GOOGL,184.74,184.72,0.0200,99.9892
2025-07-18 15:42:08,MSFT,509.78,509.74,0.0400,99.9922
2025-07-18 15:42:08,F,11.17,11.16,0.0100,99.9104
2025-07-18 15:42:20,AAPL,211.03,211.04,-0.0100,99.9953
2025-07-18 15:42:20,GOOGL,184.72,184.71,0.0100,99.9946
2025-07-18 15:42:20,MSFT,509.71,509.78,-0.0700,99.9863
2025-07-18 15:42:20,F,11.17,11.16,0.0100,99.9104
2025-07-18 15:42:33,AAPL,211.04,211.02,0.0200,99.9905
2025-07-18 15:42:33,GOOGL,184.74,184.70,0.0400,99.9783
2025-07-18 15:42:33,MSFT,509.81,509.74,0.0700,99.9863
2025-07-18 15:42:33,F,11.17,11.16,0.0100,99.9104
2025-07-18 15:42:44,AAPL,211.04,211.04,0.0000,100.0000
2025-07-18 15:42:44,GOOGL,184.72,184.71,0.0100,99.9946
2025-07-18 15:42:44,MSFT,509.71,509.77,-0.0600,99.9882
2025-07-18 15:42:44,F,11.17,11.16,0.0100,99.9104
2025-07-18 15:42:55,AAPL,211.05,211.04,0.0100,99.9953
2025-07-18 15:42:55,GOOGL,184.71,184.71,0.0000,100.0000
2025-07-18 15:42:55,MSFT,509.81,509.66,0.1500,99.9706
2025-07-18 15:42:55,F,11.17,11.16,0.0100,99.9104
2025-07-18 15:43:07,AAPL,211.04,211.02,0.0200,99.9905
2025-07-18 15:43:07,GOOGL,184.72,184.68,0.0400,99.9783
2025-07-18 15:43:07,MSFT,509.64,509.46,0.1800,99.9647
2025-07-18 15:43:07,F,11.17,11.16,0.0100,99.9104
2025-07-18 15:45:44,AAPL,210.96,211.01,-0.0500,99.9763
2025-07-18 15:45:44,GOOGL,184.92,184.90,0.0200,99.9892
2025-07-18 15:45:44,MSFT,509.30,509.21,0.0900,99.9823
2025-07-18 15:45:44,F,11.17,11.16,0.0100,99.9104
2025-07-18 15:46:00,AAPL,210.98,211.01,-0.0300,99.9858
2025-07-18 15:46:00,GOOGL,184.92,184.88,0.0400,99.9784
2025-07-18 15:46:00,MSFT,509.21,509.15,0.0600,99.9882
2025-07-18 15:46:00,F,11.17,11.18,-0.0100,99.9106
2025-07-18 15:46:11,AAPL,211.01,210.99,0.0200,99.9905
2025-07-18 15:46:11,GOOGL,184.88,184.89,-0.0100,99.9946
2025-07-18 15:46:11,MSFT,509.21,509.18,0.0300,99.9941
2025-07-18 15:46:11,F,11.18,11.18,0.0000,100.0000
2025-07-18 15:46:22,AAPL,210.98,210.99,-0.0100,99.9953
2025-07-18 15:46:22,GOOGL,184.89,184.90,-0.0100,99.9946
2025-07-18 15:46:22,MSFT,509.19,509.26,-0.0700,99.9863
2025-07-18 15:46:22,F,11.18,11.18,0.0000,100.0000
2025-07-18 15:46:34,AAPL,211.00,211.01,-0.0100,99.9953
2025-07-18 15:46:34,GOOGL,184.90,184.90,0.0000,100.0000
2025-07-18 15:46:34,MSFT,509.27,509.25,0.0200,99.9961
2025-07-18 15:46:34,F,11.18,11.18,0.0000,100.0000
2025-07-18 15:46:46,AAPL,210.97,210.99,-0.0200,99.9905
2025-07-18 15:46:46,GOOGL,184.91,184.88,0.0300,99.9838
2025-07-18 15:46:46,MSFT,509.25,509.58,-0.3300,99.9352
2025-07-18 15:46:46,F,11.17,11.16,0.0100,99.9104
2025-07-18 15:46:58,AAPL,210.98,210.96,0.0200,99.9905
2025-07-18 15:46:58,GOOGL,184.89,184.90,-0.0100,99.9946
2025-07-18 15:46:58,MSFT,509.25,509.59,-0.3400,99.9333
2025-07-18 15:46:58,F,11.17,11.17,0.0000,100.0000
2025-07-18 15:47:10,AAPL,210.98,210.95,0.0300,99.9858
2025-07-18 15:47:10,GOOGL,184.89,184.91,-0.0200,99.9892
2025-07-18 15:47:10,MSFT,509.62,509.65,-0.0300,99.9941
2025-07-18 15:47:10,F,11.17,11.16,0.0100,99.9104
2025-07-18 15:47:25,AAPL,210.96,210.93,0.0300,99.9858
2025-07-18 15:47:25,GOOGL,184.91,184.91,0.0000,100.0000
2025-07-18 15:47:25,MSFT,509.60,509.82,-0.2200,99.9568
2025-07-18 15:49:02,AAPL,210.95,210.93,0.0200,99.9905
2025-07-18 15:49:02,GOOGL,184.90,184.88,0.0200,99.9892
2025-07-18 15:49:02,MSFT,510.00,510.02,-0.0200,99.9961
2025-07-18 15:49:02,F,11.17,11.17,0.0000,100.0000
2025-07-18 15:49:17,AAPL,210.95,210.88,0.0700,99.9668
2025-07-18 15:49:17,GOOGL,184.85,184.91,-0.0600,99.9676
2025-07-18 15:49:17,MSFT,510.01,510.05,-0.0400,99.9922
2025-07-18 15:49:17,F,11.17,11.16,0.0100,99.9104
2025-07-18 15:49:28,AAPL,210.94,210.86,0.0800,99.9621
2025-07-18 15:49:32,AAPL,210.88,210.87,0.0100,99.9953
2025-07-18 15:49:32,GOOGL,184.91,184.88,0.0300,99.9838
2025-07-18 15:49:32,COKE,112.96,112.96,0.0000,100.0000
2025-07-18 15:49:32,F,11.17,11.16,0.0100,99.9104
2025-07-18 15:49:46,AAPL,210.89,210.85,0.0400,99.9810
2025-07-18 15:49:46,GOOGL,184.88,184.90,-0.0200,99.9892
2025-07-18 15:49:46,COKE,112.96,112.96,0.0000,100.0000
2025-07-18 15:49:46,F,11.17,11.17,0.0000,100.0000
2025-07-18 15:49:57,AAPL,210.87,210.85,0.0200,99.9905
2025-07-18 15:49:57,GOOGL,184.90,184.94,-0.0400,99.9784
2025-07-18 15:49:57,COKE,112.96,112.96,0.0000,100.0000
2025-07-18 15:49:57,F,11.17,11.18,-0.0100,99.9106
2025-07-18 15:50:08,AAPL,210.87,211.03,-0.1600,99.9242
2025-07-18 15:50:08,GOOGL,184.92,185.07,-0.1500,99.9189
2025-07-18 15:50:08,COKE,112.96,112.96,0.0000,100.0000
2025-07-18 15:50:08,F,11.17,11.18,-0.0100,99.9106
2025-07-18 15:50:21,AAPL,211.02,211.08,-0.0600,99.9716
2025-07-18 15:50:21,GOOGL,185.06,184.92,0.1400,99.9243
2025-07-18 15:50:21,COKE,112.96,112.96,0.0000,100.0000
2025-07-18 15:50:21,F,11.17,11.18,-0.0100,99.9106
2025-07-18 15:50:32,AAPL,211.05,211.14,-0.0900,99.9574
2025-07-18 15:50:32,GOOGL,184.94,184.95,-0.0100,99.9946
2025-07-18 15:50:32,COKE,112.95,112.92,0.0300,99.9734
2025-07-18 15:52:01,HWM,190.52,190.54,-0.0200,99.9895
2025-07-18 15:52:01,BAC,47.32,47.31,0.0100,99.9789
2025-07-18 15:52:01,COKE,113.11,113.11,0.0000,100.0000
2025-07-18 15:52:01,F,11.18,11.18,0.0000,100.0000
2025-07-18 15:52:01,WFC,80.67,80.68,-0.0100,99.9876
2025-07-18 15:52:16,HWM,190.50,190.44,0.0600,99.9685
2025-07-18 15:52:16,BAC,47.32,47.31,0.0100,99.9789
2025-07-18 15:52:16,COKE,113.11,113.04,0.0700,99.9381
2025-07-18 15:52:16,F,11.18,11.18,0.0000,100.0000
2025-07-18 15:35:40,AAPL,210.93,210.94,-0.0100,99.9953
2025-07-18 15:35:40,GOOGL,184.70,184.68,0.0200,99.9892
2025-07-18 15:35:40,MSFT,509.71,509.71,0.0000,100.0000
2025-07-18 15:35:40,F,11.17,11.16,0.0100,99.9104
2025-07-18 15:35:54,AAPL,210.94,210.92,0.0200,99.9905
2025-07-18 15:35:54,GOOGL,184.70,184.73,-0.0300,99.9838
2025-07-18 15:35:54,MSFT,509.70,509.73,-0.0300,99.9941
2025-07-18 15:35:54,F,11.17,11.16,0.0100,99.9104
2025-07-18 15:36:07,AAPL,210.94,210.91,0.0300,99.9858
2025-07-18 15:36:07,GOOGL,184.70,184.71,-0.0100,99.9946
2025-07-18 15:36:07,MSFT,509.74,509.76,-0.0200,99.9961
2025-07-18 15:36:07,F,11.17,11.16,0.0100,99.9104
2025-07-18 15:36:19,AAPL,210.94,210.95,-0.0100,99.9953
2025-07-18 15:36:19,GOOGL,184.71,184.72,-0.0100,99.9946
2025-07-18 15:36:19,MSFT,509.73,509.86,-0.1300,99.9745
2025-07-18 15:36:19,F,11.17,11.16,0.0100,99.9104
2025-07-18 15:38:20,AAPL,211.04,211.01,0.0300,99.9858
2025-07-18 15:38:20,MSFT,509.80,509.80,0.0000,100.0000
2025-07-18 15:38:20,F,11.17,11.17,0.0000,100.0000
2025-07-18 15:38:37,AAPL,211.01,210.97,0.0400,99.9810
2025-07-18 15:38:37,GOOGL,184.74,184.74,0.0000,100.0000
2025-07-18 15:38:37,MSFT,509.81,509.79,0.0200,99.9961
2025-07-18 15:38:37,F,11.17,11.16,0.0100,99.9104
2025-07-18 15:38:48,AAPL,210.97,210.99,-0.0200,99.9905
2025-07-18 15:38:48,GOOGL,184.74,184.76,-0.0200,99.9892
2025-07-18 15:38:48,MSFT,509.81,509.84,-0.0300,99.9941
2025-07-18 15:38:48,F,11.17,11.16,0.0100,99.9104
2025-07-18 15:39:00,AAPL,210.97,211.03,-0.0600,99.9716
2025-07-18 15:39:00,GOOGL,184.74,184.73,0.0100,99.9946
2025-07-18 15:39:00,MSFT,509.84,509.86,-0.0200,99.9961
2025-07-18 15:39:00,F,11.17,11.16,0.0100,99.9104
2025-07-18 15:39:11,AAPL,211.02,211.02,0.0000,100.0000
2025-07-18 15:39:11,GOOGL,184.75,184.73,0.0200,99.9892
2025-07-18 15:39:11,MSFT,509.86,509.80,0.0600,99.9882
2025-07-18 15:39:11,F,11.17,11.16,0.0100,99.9104
2025-07-18 15:39:23,AAPL,211.02,210.97,0.0500,99.9763
2025-07-18 15:39:23,GOOGL,184.73,184.73,0.0000,100.0000
2025-07-18 15:39:23,MSFT,509.80,509.83,-0.0300,99.9941
2025-07-18 15:39:23,F,11.17,11.16,0.0100,99.9104
2025-07-18 15:39:36,AAPL,211.01,211.00,0.0100,99.9953
2025-07-18 15:39:36,GOOGL,184.73,184.71,0.0200,99.9892
2025-07-18 15:39:36,MSFT,509.80,509.80,0.0000,100.0000
2025-07-18 15:39:36,F,11.17,11.16,0.0100,99.9104
2025-07-18 15:39:47,AAPL,211.00,211.01,-0.0100,99.9953
2025-07-18 15:39:47,GOOGL,184.72,184.71,0.0100,99.9946
2025-07-18 15:39:47,MSFT,509.81,509.85,-0.0400,99.9922
2025-07-18 15:39:47,F,11.17,11.16,0.0100,99.9104
2025-07-18 15:39:59,GOOGL,184.72,184.70,0.0200,99.9892
2025-07-18 15:39:59,MSFT,509.82,509.80,0.0200,99.9961
2025-07-18 15:39:59,F,11.17,11.16,0.0100,99.9104
2025-07-18 15:40:11,AAPL,211.00,211.03,-0.0300,99.9858
2025-07-18 15:40:11,GOOGL,184.69,184.71,-0.0200,99.9892
2025-07-18 15:40:11,MSFT,509.85,509.79,0.0600,99.9882
2025-07-18 15:40:11,F,11.17,11.16,0.0100,99.9104
2025-07-18 15:40:22,AAPL,211.05,211.01,0.0400,99.9810
2025-07-18 15:40:22,GOOGL,184.70,184.71,-0.0100,99.9946
2025-07-18 15:40:22,MSFT,509.79,509.81,-0.0200,99.9961
2025-07-18 15:40:22,F,11.17,11.16,0.0100,99.9104
2025-07-18 15:40:35,AAPL,211.05,211.04,0.0100,99.9953
2025-07-18 15:40:35,GOOGL,184.70,184.70,0.0000,100.0000
2025-07-18 15:40:35,MSFT,509.79,509.82,-0.0300,99.9941
2025-07-18 15:40:35,F,11.17,11.16,0.0100,99.9104
2025-07-18 15:40:47,AAPL,211.01,211.00,0.0100,99.9953
2025-07-18 15:40:47,GOOGL,184.70,184.71,-0.0100,99.9946
2025-07-18 15:40:47,MSFT,509.81,509.82,-0.0100,99.9980
2025-07-18 15:40:47,F,11.17,11.16,0.0100,99.9104
2025-07-18 15:40:58,AAPL,210.99,211.02,-0.0300,99.9858
2025-07-18 15:40:58,GOOGL,184.69,184.71,-0.0200,99.9892
2025-07-18 15:40:58,MSFT,509.82,509.82,0.0000,100.0000
2025-07-18 15:40:58,F,11.17,11.16,0.0100,99.9104
2025-07-18 15:41:09,AAPL,210.99,211.00,-0.0100,99.9953
2025-07-18 15:41:09,GOOGL,184.71,184.71,0.0000,100.0000
2025-07-18 15:41:09,MSFT,509.81,509.82,-0.0100,99.9980
2025-07-18 15:41:09,F,11.17,11.16,0.0100,99.9104
2025-07-18 15:41:21,AAPL,210.99,211.04,-0.0500,99.9763
2025-07-18 15:41:21,GOOGL,184.71,184.75,-0.0400,99.9783
2025-07-18 15:41:21,MSFT,509.82,509.80,0.0200,99.9961
2025-07-18 15:41:21,F,11.17,11.16,0.0100,99.9104
2025-07-18 15:41:33,AAPL,210.99,211.03,-0.0400,99.9810
2025-07-18 15:41:33,GOOGL,184.75,184.74,0.0100,99.9946
2025-07-18 15:41:33,MSFT,509.81,509.81,0.0000,100.0000
2025-07-18 15:41:33,F,11.17,11.16,0.0100,99.9104
2025-07-18 15:41:44,AAPL,211.00,211.01,-0.0100,99.9953
2025-07-18 15:41:44,GOOGL,184.71,184.75,-0.0400,99.9783
2025-07-18 15:41:44,MSFT,509.82,509.79,0.0300,99.9941
2025-07-18 15:41:44,F,11.17,11.16,0.0100,99.9104
2025-07-18 15:41:56,AAPL,211.05,211.00,0.0500,99.9763
2025-07-18 15:41:56,GOOGL,184.75,184.74,0.0100,99.9946
2025-07-18 15:41:56,MSFT,509.79,509.79,0.0000,100.0000
2025-07-18 15:41:56,F,11.17,11.16,0.0100,99.9104
2025-07-18 15:42:08,AAPL,211.04,211.03,0.0100,99.9953
2025-07-18 15:42:08,GOOGL,184.74,184.72,0.0200,99.9892
2025-07-18 15:42:08,MSFT,509.78,509.74,0.0400,99.9922
2025-07-18 15:42:08,F,11.17,11.16,0.0100,99.9104
2025-07-18 15:42:20,AAPL,211.03,211.04,-0.0100,99.9953
2025-07-18 15:42:20,GOOGL,184.72,184.71,0.0100,99.9946
2025-07-18 15:42:20,MSFT,509.71,509.78,-0.0700,99.9863
2025-07-18 15:42:20,F,11.17,11.16,0.0100,99.9104
2025-07-18 15:42:33,AAPL,211.04,211.02,0.0200,99.9905
2025-07-18 15:42:33,GOOGL,184.74,184.70,0.0400,99.9783
2025-07-18 15:42:33,MSFT,509.81,509.74,0.0700,99.9863
2025-07-18 15:42:33,F,11.17,11.16,0.0100,99.9104
2025-07-18 15:42:44,AAPL,211.04,211.04,0.0000,100.0000
2025-07-18 15:42:44,GOOGL,184.72,184.71,0.0100,99.9946
2025-07-18 15:42:44,MSFT,509.71,509.77,-0.0600,99.9882
2025-07-18 15:42:44,F,11.17,11.16,0.0100,99.9104
2025-07-18 15:42:55,AAPL,211.05,211.04,0.0100,99.9953
2025-07-18 15:42:55,GOOGL,184.71,184.71,0.0000,100.0000
2025-07-18 15:42:55,MSFT,509.81,509.66,0.1500,99.9706
2025-07-18 15:42:55,F,11.17,11.16,0.0100,99.9104
2025-07-18 15:43:07,AAPL,211.04,211.02,0.0200,99.9905
2025-07-18 15:43:07,GOOGL,184.72,184.68,0.0400,99.9783
2025-07-18 15:43:07,MSFT,509.64,509.46,0.1800,99.9647
2025-07-18 15:43:07,F,11.17,11.16,0.0100,99.9104
2025-07-18 15:45:44,AAPL,210.96,211.01,-0.0500,99.9763
2025-07-18 15:45:44,GOOGL,184.92,184.90,0.0200,99.9892
2025-07-18 15:45:44,MSFT,509.30,509.21,0.0900,99.9823
2025-07-18 15:45:44,F,11.17,11.16,0.0100,99.9104
2025-07-18 15:46:00,AAPL,210.98,211.01,-0.0300,99.9858
2025-07-18 15:46:00,GOOGL,184.92,184.88,0.0400,99.9784
2025-07-18 15:46:00,MSFT,509.21,509.15,0.0600,99.9882
2025-07-18 15:46:00,F,11.17,11.18,-0.0100,99.9106
2025-07-18 15:46:11,AAPL,211.01,210.99,0.0200,99.9905
2025-07-18 15:46:11,GOOGL,184.88,184.89,-0.0100,99.9946
2025-07-18 15:46:11,MSFT,509.21,509.18,0.0300,99.9941
2025-07-18 15:46:11,F,11.18,11.18,0.0000,100.0000
2025-07-18 15:46:22,AAPL,210.98,210.99,-0.0100,99.9953
2025-07-18 15:46:22,GOOGL,184.89,184.90,-0.0100,99.9946
2025-07-18 15:46:22,MSFT,509.19,509.26,-0.0700,99.9863
2025-07-18 15:46:22,F,11.18,11.18,0.0000,100.0000
2025-07-18 15:46:34,AAPL,211.00,211.01,-0.0100,99.9953
2025-07-18 15:46:34,GOOGL,184.90,184.90,0.0000,100.0000
2025-07-18 15:46:34,MSFT,509.27,509.25,0.0200,99.9961
2025-07-18 15:46:34,F,11.18,11.18,0.0000,100.0000
2025-07-18 15:46:46,AAPL,210.97,210.99,-0.0200,99.9905
2025-07-18 15:46:46,GOOGL,184.91,184.88,0.0300,99.9838
2025-07-18 15:46:46,MSFT,509.25,509.58,-0.3300,99.9352
2025-07-18 15:46:46,F,11.17,11.16,0.0100,99.9104
2025-07-18 15:46:58,AAPL,210.98,210.96,0.0200,99.9905
2025-07-18 15:46:58,GOOGL,184.89,184.90,-0.0100,99.9946
2025-07-18 15:46:58,MSFT,509.25,509.59,-0.3400,99.9333
2025-07-18 15:46:58,F,11.17,11.17,0.0000,100.0000
2025-07-18 15:47:10,AAPL,210.98,210.95,0.0300,99.9858
2025-07-18 15:47:10,GOOGL,184.89,184.91,-0.0200,99.9892
2025-07-18 15:47:10,MSFT,509.62,509.65,-0.0300,99.9941
2025-07-18 15:47:10,F,11.17,11.16,0.0100,99.9104
2025-07-18 15:47:25,AAPL,210.96,210.93,0.0300,99.9858
2025-07-18 15:47:25,GOOGL,184.91,184.91,0.0000,100.0000
2025-07-18 15:47:25,MSFT,509.60,509.82,-0.2200,99.9568
2025-07-18 15:49:02,AAPL,210.95,210.93,0.0200,99.9905
2025-07-18 15:49:02,GOOGL,184.90,184.88,0.0200,99.9892
2025-07-18 15:49:02,MSFT,510.00,510.02,-0.0200,99.9961
2025-07-18 15:49:02,F,11.17,11.17,0.0000,100.0000
2025-07-18 15:49:17,AAPL,210.95,210.88,0.0700,99.9668
